img_name,setting
abstract_aurel-cojan_2809.jpg,abstract
abstract_helen-frankenthaler_4713.jpg,abstract
abstract_dan-christensen_2723.jpg,abstract
abstract_chicote-cfc_2677.jpg,abstract
abstract_ellsworth-kelly_6805.jpg,abstract
abstract_ronnie-landfield_7276.jpg,abstract
abstract_rene-duvillier_3978.jpg,abstract
abstract_john-hoyland_6118.jpg,abstract
abstract_yves-klein_6962.jpg,abstract
abstract_paul-du-toit_3896.jpg,abstract
abstract_genevieve-asse_744.jpg,abstract
abstract_basil-beattie_1361.jpg,abstract
abstract_max-bill_1619.jpg,abstract
abstract_eugene-leroy_7600.jpg,abstract
abstract_michael-krebber_7121.jpg,abstract
abstract_gego_4930.jpg,abstract
abstract_paul-jenkins_6432.jpg,abstract
abstract_sam-gilliam_5098.jpg,abstract
abstract_fernando-calhau_2412.jpg,abstract
abstract_eva-hesse_5873.jpg,abstract
abstract_sam-francis_4689.jpg,abstract
abstract_jo-baer_890.jpg,abstract
abstract_lee-ufan_7516.jpg,abstract
abstract_mel-bochner_1801.jpg,abstract
abstract_ronnie-landfield_7262.jpg,abstract
abstract_albert-gleizes_5123.jpg,abstract
abstract_marcelle-loubchansky_7883.jpg,abstract
abstract_umberto-boccioni_1787.jpg,abstract
abstract_helen-frankenthaler_4758.jpg,abstract
abstract_willi-baumeister_1261.jpg,abstract
abstract_pierre-alechinsky_406.jpg,abstract
abstract_sol-lewitt_7697.jpg,abstract
abstract_fernando-calhau_2414.jpg,abstract
abstract_pat-lipsky_7767.jpg,abstract
abstract_sam-gilliam_5068.jpg,abstract
abstract_frank-lobdell_7797.jpg,abstract
abstract_romare-bearden_1358.jpg,abstract
abstract_yves-klein_6919.jpg,abstract
abstract_marcelle-cahn_2334.jpg,abstract
abstract_jean-francois-dubreuil_3904.jpg,abstract
abstract_franz-kline_6970.jpg,abstract
abstract_piero-dorazio_3823.jpg,abstract
abstract_tihamer-gyarmathy_5519.jpg,abstract
abstract_lilia-carrillo_2507.jpg,abstract
abstract_afro_216.jpg,abstract
abstract_gunther-forg_4637.jpg,abstract
abstract_richard-paul-lohse_7854.jpg,abstract
abstract_terry-frost_4839.jpg,abstract
abstract_maurice-esteve_4184.jpg,abstract
abstract_christian-eckart_4043.jpg,abstract
abstract_walter-darby-bannard_1032.jpg,abstract
abstract_hannelore-baron_1067.jpg,abstract
abstract_philip-guston_5490.jpg,abstract
abstract_leon-berkowitz_1439.jpg,abstract
abstract_frank-bowling_1996.jpg,abstract
abstract_jay-defeo_3422.jpg,abstract
abstract_perle-fine_4475.jpg,abstract
abstract_pat-lipsky_7768.jpg,abstract
abstract_charles-hinman_5888.jpg,abstract
abstract_sam-gilliam_5094.jpg,abstract
abstract_judy-chicago_2633.jpg,abstract
abstract_larry-bell_1375.jpg,abstract
abstract_pierre-alechinsky_375.jpg,abstract
abstract_richard-diebenkorn_3618.jpg,abstract
abstract_hans-hofmann_5940.jpg,abstract
abstract_julio-le-parc_7476.jpg,abstract
abstract_gaylen-gerber_4991.jpg,abstract
abstract_christo-coetzee_2757.jpg,abstract
abstract_gerhard-von-graevenitz_5338.jpg,abstract
abstract_martin-barre_1094.jpg,abstract
abstract_paul-klee_6849.jpg,abstract
abstract_giacomo-balla_947.jpg,abstract
abstract_alberto-biasi_1563.jpg,abstract
abstract_yui-yaegashi_36.jpg,abstract
abstract_charles-garabedian_4864.jpg,abstract
abstract_jean-rene-bazaine_1317.jpg,abstract
abstract_iseult-labote_49.jpg,abstract
abstract_pedro-calapez_2368.jpg,abstract
abstract_howard-hodgkin_5907.jpg,abstract
abstract_hans-hartung_5719.jpg,abstract
abstract_gaylen-gerber_4994.jpg,abstract
abstract_antonio-corpora_2920.jpg,abstract
abstract_modest-cuixart_3000.jpg,abstract
abstract_lorser-feitelson_4343.jpg,abstract
abstract_olivier-debre_3395.jpg,abstract
abstract_theo-van-doesburg_3738.jpg,abstract
abstract_bram-bogart_1859.jpg,abstract
abstract_stanley-boxer_2029.jpg,abstract
abstract_rodrigo-franzao_4788.jpg,abstract
abstract_john-ferren_4443.jpg,abstract
abstract_ronnie-landfield_7293.jpg,abstract
abstract_kazuaki-tanahashi_6714.jpg,abstract
abstract_julius-evola_4235.jpg,abstract
abstract_anne-appleby_522.jpg,abstract
abstract_robert-goodnough_5209.jpg,abstract
abstract_friedel-dzubas_4015.jpg,abstract
abstract_yui-yaegashi_32.jpg,abstract
abstract_ellsworth-kelly_6823.jpg,abstract
abstract_ozdemir-atlan_785.jpg,abstract
abstract_bernard-cohen_2778.jpg,abstract
abstract_gunther-forg_4613.jpg,abstract
abstract_gherasim-luca_7969.jpg,abstract
abstract_chicote-cfc_2646.jpg,abstract
abstract_samuel-buri_2181.jpg,abstract
abstract_heinz-mack_8026.jpg,abstract
abstract_genevieve-asse_761.jpg,abstract
abstract_li-huasheng_6131.jpg,abstract
abstract_marcelle-cahn_2321.jpg,abstract
abstract_ilka-gedo_4921.jpg,abstract
abstract_morris-louis_7918.jpg,abstract
abstract_bruno-jakob_6307.jpg,abstract
abstract_norman-bluhm_1738.jpg,abstract
abstract_aki-kuroda_7212.jpg,abstract
abstract_lygia-clark_2749.jpg,abstract
abstract_andre-lanskoy_7342.jpg,abstract
abstract_luciano-bartolini_1133.jpg,abstract
abstract_gene-davis_3174.jpg,abstract
abstract_bice-lazzari_7427.jpg,abstract
abstract_jack-bush_2259.jpg,abstract
abstract_helen-frankenthaler_4732.jpg,abstract
abstract_francis-bott_1980.jpg,abstract
abstract_andre-pierre-arnal_602.jpg,abstract
abstract_herman-de-vries_3356.jpg,abstract
abstract_richard-diebenkorn_3619.jpg,abstract
abstract_mathias-goeritz_5135.jpg,abstract
abstract_constantin-flondor_4570.jpg,abstract
abstract_walter-leblanc_7494.jpg,abstract
abstract_francis-bott_1992.jpg,abstract
abstract_nicolas-carone_2475.jpg,abstract
abstract_dale-hickey_5878.jpg,abstract
abstract_jean-fautrier_4279.jpg,abstract
abstract_gene-davis_3178.jpg,abstract
abstract_sol-lewitt_7690.jpg,abstract
abstract_ali-omar-ermes_4098.jpg,abstract
abstract_gene-davis_3148.jpg,abstract
abstract_bice-lazzari_7437.jpg,abstract
abstract_albert-irvin_6220.jpg,abstract
abstract_james-lee-byars_2281.jpg,abstract
abstract_bob-law_7415.jpg,abstract
abstract_piero-dorazio_3810.jpg,abstract
abstract_mathias-goeritz_5130.jpg,abstract
abstract_francois-arnal_669.jpg,abstract
abstract_alexander-liberman_7727.jpg,abstract
abstract_marcelle-loubchansky_7890.jpg,abstract
abstract_tomas-maldonado_8089.jpg,abstract
abstract_lee-bontecou_1950.jpg,abstract
abstract_maki-haku_5590.jpg,abstract
abstract_o-louis-guglielmi_5474.jpg,abstract
abstract_gary-wragg_115.jpg,abstract
abstract_richard-diebenkorn_3595.jpg,abstract
abstract_marcel-barbeau_1038.jpg,abstract
abstract_yui-yaegashi_43.jpg,abstract
abstract_moshe-kupferman_7147.jpg,abstract
abstract_luis-feito_4363.jpg,abstract
abstract_helen-frankenthaler_4755.jpg,abstract
abstract_frantisek-kupka_7185.jpg,abstract
abstract_paul-brach_2040.jpg,abstract
abstract_perle-fine_4493.jpg,abstract
abstract_paul-jenkins_6411.jpg,abstract
abstract_josef-albers_323.jpg,abstract
abstract_marcelle-loubchansky_7888.jpg,abstract
abstract_antonio-corpora_2909.jpg,abstract
abstract_tano-festa_4461.jpg,abstract
abstract_aurel-cojan_2797.jpg,abstract
abstract_julio-pomar_6554.jpg,abstract
abstract_rune-jansson_6359.jpg,abstract
abstract_frantisek-kupka_7189.jpg,abstract
abstract_francis-bott_1987.jpg,abstract
abstract_bice-lazzari_7438.jpg,abstract
abstract_friedel-dzubas_4005.jpg,abstract
abstract_fernand-leger_7537.jpg,abstract
abstract_william-congdon_2853.jpg,abstract
abstract_sol-lewitt_7683.jpg,abstract
abstract_raoul-de-keyser_3239.jpg,abstract
abstract_friedel-dzubas_3992.jpg,abstract
abstract_aurel-cojan_2807.jpg,abstract
abstract_pierre-alechinsky_418.jpg,abstract
abstract_tony-delap_3504.jpg,abstract
abstract_li-chevalier_7715.jpg,abstract
abstract_lothar-charoux_2622.jpg,abstract
abstract_paul-klee_6899.jpg,abstract
abstract_geta-bratescu_2097.jpg,abstract
abstract_enrico-donati_3789.jpg,abstract
abstract_georg-baselitz_1175.jpg,abstract
abstract_ralph-hotere_6048.jpg,abstract
abstract_max-bill_1601.jpg,abstract
abstract_jeremy-henderson_5802.jpg,abstract
abstract_goran-despotovski_138.jpg,abstract
abstract_theo-van-doesburg_3709.jpg,abstract
abstract_werner-haypeter_5746.jpg,abstract
abstract_ozdemir-atlan_784.jpg,abstract
abstract_jean-michel-basquiat_1182.jpg,abstract
abstract_johannes-itten_6288.jpg,abstract
abstract_rochelle-blumenfeld_1781.jpg,abstract
abstract_pierre-alechinsky_410.jpg,abstract
abstract_sol-lewitt_7705.jpg,abstract
abstract_jean-paul-jerome_6496.jpg,abstract
abstract_antonio-calderara_2397.jpg,abstract
abstract_rudolf-bauer_1221.jpg,abstract
abstract_chicote-cfc_2647.jpg,abstract
abstract_john-altoon_448.jpg,abstract
abstract_tihamer-gyarmathy_5502.jpg,abstract
abstract_peter-downsbrough_3891.jpg,abstract
abstract_lee-krasner_7097.jpg,abstract
abstract_max-bill_1578.jpg,abstract
abstract_rudolf-de-crignis_3219.jpg,abstract
abstract_luciano-bartolini_1144.jpg,abstract
abstract_marcelle-cahn_2318.jpg,abstract
abstract_auguste-herbin_5806.jpg,abstract
abstract_alekos-kontopoulos_7035.jpg,abstract
abstract_willem-de-kooning_3306.jpg,abstract
abstract_ali-omar-ermes_4092.jpg,abstract
abstract_herman-de-vries_3357.jpg,abstract
abstract_friedel-dzubas_4017.jpg,abstract
abstract_jean-michel-basquiat_1181.jpg,abstract
abstract_al-held_5761.jpg,abstract
abstract_mark-lancaster_7243.jpg,abstract
abstract_lynda-benglis_1404.jpg,abstract
abstract_jean-arp_698.jpg,abstract
abstract_paul-feeley_4310.jpg,abstract
abstract_olga-albizu_362.jpg,abstract
abstract_joe-goode_5174.jpg,abstract
abstract_franz-kline_6968.jpg,abstract
abstract_verena-loewensberg_7805.jpg,abstract
abstract_gaylen-gerber_4993.jpg,abstract
abstract_helen-frankenthaler_4750.jpg,abstract
abstract_alberto-burri_2200.jpg,abstract
abstract_nicolas-carone_2474.jpg,abstract
abstract_yaacov-agam_239.jpg,abstract
abstract_wassily-kandinsky_6608.jpg,abstract
abstract_leo-leuppi_7621.jpg,abstract
abstract_lee-krasner_7115.jpg,abstract
abstract_julio-pomar_6551.jpg,abstract
abstract_max-ernst_4145.jpg,abstract
abstract_sam-francis_4659.jpg,abstract
abstract_constantin-flondor_4579.jpg,abstract
abstract_adolf-fleischmann_4533.jpg,abstract
abstract_enrico-castellani_2523.jpg,abstract
abstract_wassily-kandinsky_6634.jpg,abstract
abstract_katsuhito-nishikawa_6688.jpg,abstract
abstract_johannes-jan-schoonhoven_6326.jpg,abstract
abstract_william-baziotes_1332.jpg,abstract
abstract_kim-tschang-yeul_6833.jpg,abstract
abstract_lawren-harris_5700.jpg,abstract
abstract_marcia-hafif_5539.jpg,abstract
abstract_friedel-dzubas_3999.jpg,abstract
abstract_charles-lapicque_7389.jpg,abstract
abstract_karl-otto-gotz_5303.jpg,abstract
abstract_andrzej-nowacki_61.jpg,abstract
abstract_bruno-jakob_6311.jpg,abstract
abstract_lee-bontecou_1916.jpg,abstract
abstract_jean-rene-bazaine_1301.jpg,abstract
abstract_wassily-kandinsky_6609.jpg,abstract
abstract_friedel-dzubas_4002.jpg,abstract
abstract_lee-ufan_7517.jpg,abstract
abstract_edna-andrade_457.jpg,abstract
abstract_el-lissitzky_4085.jpg,abstract
abstract_horacio-garcia-rossi_4874.jpg,abstract
abstract_ronnie-landfield_7282.jpg,abstract
abstract_ronnie-landfield_7266.jpg,abstract
abstract_andre-pierre-arnal_613.jpg,abstract
abstract_leo-leuppi_7617.jpg,abstract
abstract_mark-lancaster_7238.jpg,abstract
abstract_callum-innes_6196.jpg,abstract
abstract_antonio-asis_737.jpg,abstract
abstract_alexander-calder_2385.jpg,abstract
abstract_franz-kline_6978.jpg,abstract
abstract_christo-coetzee_2760.jpg,abstract
abstract_gunter-fruhtrunk_4841.jpg,abstract
abstract_paul-jenkins_6412.jpg,abstract
abstract_josef-albers_344.jpg,abstract
abstract_paul-brach_2035.jpg,abstract
abstract_max-bill_1613.jpg,abstract
abstract_perle-fine_4487.jpg,abstract
abstract_jean-michel-basquiat_1199.jpg,abstract
abstract_camille-graeser_5320.jpg,abstract
abstract_jean-arp_707.jpg,abstract
abstract_robert-barry_1100.jpg,abstract
abstract_dan-christensen_2722.jpg,abstract
abstract_corneille_2880.jpg,abstract
abstract_jimmy-ernst_4132.jpg,abstract
abstract_maxim-keyfman_25.jpg,abstract
abstract_frederick-hammersley_5645.jpg,abstract
abstract_gunther-forg_4620.jpg,abstract
abstract_jimmy-ernst_4120.jpg,abstract
abstract_lothar-charoux_2619.jpg,abstract
77.jpg,man_made
213.jpg,man_made
48.jpg,man_made
53.jpg,man_made
200.jpg,man_made
200.jpg,man_made
305.jpg,man_made
137.jpg,man_made
205.jpg,man_made
217.jpg,man_made
10.jpg,man_made
277.jpg,man_made
88.jpg,man_made
177.jpg,man_made
227.jpg,man_made
400.jpg,man_made
437.jpg,man_made
46.jpg,man_made
18.jpg,man_made
111.jpg,man_made
54.jpg,man_made
477.jpg,man_made
177.jpg,man_made
498.jpg,man_made
125.jpg,man_made
77.jpg,man_made
140.jpg,man_made
295.jpg,man_made
20.jpg,man_made
180.jpg,man_made
140.jpg,man_made
149.jpg,man_made
153.jpg,man_made
394.jpg,man_made
47.jpg,man_made
75.jpg,man_made
299.jpg,man_made
9.jpg,man_made
25.jpg,man_made
162.jpg,man_made
143.jpg,man_made
293.jpg,man_made
167.jpg,man_made
51.jpg,man_made
85.jpg,man_made
159.jpg,man_made
373.jpg,man_made
73.jpg,man_made
161.jpg,man_made
102.jpg,man_made
207.jpg,man_made
13.jpg,man_made
260.jpg,man_made
366.jpg,man_made
9.jpg,man_made
79.jpg,man_made
74.jpg,man_made
92.jpg,man_made
444.jpg,man_made
301.jpg,man_made
179.jpg,man_made
259.jpg,man_made
216.jpg,man_made
209.jpg,man_made
199.jpg,man_made
181.jpg,man_made
372.jpg,man_made
166.jpg,man_made
21.jpg,man_made
462.jpg,man_made
59.jpg,man_made
220.jpg,man_made
374.jpg,man_made
11.jpg,man_made
204.jpg,man_made
41.jpg,man_made
215.jpg,man_made
34.jpg,man_made
182.jpg,man_made
54.jpg,man_made
461.jpg,man_made
98.jpg,man_made
90.jpg,man_made
175.jpg,man_made
470.jpg,man_made
362.jpg,man_made
340.jpg,man_made
87.jpg,man_made
63.jpg,man_made
474.jpg,man_made
403.jpg,man_made
514.jpg,man_made
287.jpg,man_made
83.jpg,man_made
35.jpg,man_made
247.jpg,man_made
4.jpg,man_made
266.jpg,man_made
442.jpg,man_made
401.jpg,man_made
399.jpg,man_made
416.jpg,man_made
176.jpg,man_made
509.jpg,man_made
151.jpg,man_made
393.jpg,man_made
139.jpg,man_made
141.jpg,man_made
17.jpg,man_made
52.jpg,man_made
389.jpg,man_made
221.jpg,man_made
463.jpg,man_made
84.jpg,man_made
132.jpg,man_made
50.jpg,man_made
192.jpg,man_made
290.jpg,man_made
70.jpg,man_made
203.jpg,man_made
156.jpg,man_made
427.jpg,man_made
101.jpg,man_made
71.jpg,man_made
93.jpg,man_made
303.jpg,man_made
471.jpg,man_made
465.jpg,man_made
424.jpg,man_made
107.jpg,man_made
431.jpg,man_made
256.jpg,man_made
2.jpg,man_made
253.jpg,man_made
359.jpg,man_made
258.jpg,man_made
432.jpg,man_made
409.jpg,man_made
144.jpg,man_made
105.jpg,man_made
130.jpg,man_made
74.jpg,man_made
187.jpg,man_made
98.jpg,man_made
223.jpg,man_made
367.jpg,man_made
377.jpg,man_made
154.jpg,man_made
292.jpg,man_made
58.jpg,man_made
27.jpg,man_made
128.jpg,man_made
353.jpg,man_made
38.jpg,man_made
497.jpg,man_made
489.jpg,man_made
138.jpg,man_made
158.jpg,man_made
490.jpg,man_made
254.jpg,man_made
443.jpg,man_made
178.jpg,man_made
196.jpg,man_made
217.jpg,man_made
195.jpg,man_made
412.jpg,man_made
96.jpg,man_made
94.jpg,man_made
270.jpg,man_made
232.jpg,man_made
24.jpg,man_made
92.jpg,man_made
369.jpg,man_made
381.jpg,man_made
99.jpg,man_made
284.jpg,man_made
118.jpg,man_made
62.jpg,man_made
17.jpg,man_made
289.jpg,man_made
96.jpg,man_made
83.jpg,man_made
149.jpg,man_made
170.jpg,man_made
172.jpg,man_made
102.jpg,man_made
142.jpg,man_made
190.jpg,man_made
279.jpg,man_made
354.jpg,man_made
154.jpg,man_made
518.jpg,man_made
331.jpg,man_made
502.jpg,man_made
326.jpg,man_made
222.jpg,man_made
212.jpg,man_made
467.jpg,man_made
450.jpg,man_made
343.jpg,man_made
2.jpg,man_made
13.jpg,man_made
33.jpg,man_made
22.jpg,man_made
193.jpg,man_made
420.jpg,man_made
45.jpg,man_made
68.jpg,man_made
0.jpg,man_made
5.jpg,man_made
15.jpg,man_made
131.jpg,man_made
167.jpg,man_made
37.jpg,man_made
89.jpg,man_made
15.jpg,man_made
422.jpg,man_made
126.jpg,man_made
179.jpg,man_made
302.jpg,man_made
364.jpg,man_made
417.jpg,man_made
239.jpg,man_made
368.jpg,man_made
117.jpg,man_made
246.jpg,man_made
81.jpg,man_made
110.jpg,man_made
209.jpg,man_made
236.jpg,man_made
31.jpg,man_made
513.jpg,man_made
33.jpg,man_made
387.jpg,man_made
441.jpg,man_made
506.jpg,man_made
488.jpg,man_made
147.jpg,man_made
269.jpg,man_made
67.jpg,man_made
185.jpg,man_made
198.jpg,man_made
49.jpg,man_made
486.jpg,man_made
446.jpg,man_made
159.jpg,man_made
267.jpg,man_made
358.jpg,man_made
119.jpg,man_made
218.jpg,man_made
72.jpg,man_made
211.jpg,man_made
